CODIGO,CURSO,TITULO,TASA GRADUACION
557,2014,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),
557,2015,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),"25,97"
558,2011,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),
558,2012,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),
558,2013,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),
558,2014,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),
558,2015,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),"31,71"
559,2011,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),
559,2012,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),
559,2013,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),
559,2014,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),
559,2015,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),"22,22"
588,2015,GRADUADO/A CC ACT FÍSICA Y ED.PRIMA (MELILLA),
