CODIGO,CURSO,TITULO,TASA ABANDONO INICIAL
537,2011,DIPLOMADO EN RELACIONES LABORALES (MELILLA),
537,2012,DIPLOMADO EN RELACIONES LABORALES (MELILLA),
537,2013,DIPLOMADO EN RELACIONES LABORALES (MELILLA),
537,2014,DIPLOMADO EN RELACIONES LABORALES (MELILLA),
538,2011,DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
538,2012,DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
538,2013,DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
538,2014,DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
538,2015,DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
539,2011,GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
539,2012,GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),
539,2013,GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),"86,67"
539,2014,GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),30
539,2015,GRADUADO/A EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),"18,75"
557,2011,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),
557,2012,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),
557,2013,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),"27,27"
557,2014,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),"22,73"
557,2015,GRADUADO/A EN EDUCACIÓN PRIMARIA (MELILLA),"31,51"
558,2011,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),
558,2012,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),
558,2013,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),"29,27"
558,2014,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),"24,24"
558,2015,GRADUADO/A EN EDUCACIÓN INFANTIL (MELILLA),"32,26"
559,2011,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),
559,2012,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),
559,2013,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),"33,33"
559,2014,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),40
559,2015,GRADUADO/A EN RELACIONES LABORALES Y RECURSOS HUMANOS (MEL.),"20,45"
588,2015,GRADUADO/A CC ACT FÍSICA Y ED.PRIMA (MELILLA),
